title,artist,duration,date,popularity,danceability,tempo
Cienfuegos,Bronko Yotte,214347,10/9/20,32,0.738,117.117
Mi Moment,ADIONE,198511,5/20/21,24,0.846,102.035
Saquen Bocina,Natan El Profeta,195697,10/29/20,33,0.564,168.286
Grizzy Bars,Gronex,125000,3/11/21,23,0.545,167.913
Forial,Droow,178517,2/19/21,28,0.618,170.119
Coge Aqu�_,Al2 El Aldeano,240000,10/9/20,33,0.565,155.714
D�_nde Est��,Terrible,206511,10/11/21,26,0.66,86.161
Raiz,Tiro De Gracia,259665,2/26/21,29,0.791,90.018
Tren,Cevlade,206897,5/28/21,23,0.813,98.084
Semilla,Tiro De Gracia,216386,1/22/21,26,0.738,91.022
Aunque No Valga Nada,Droow,230058,1/1/21,26,0.583,79.411
Don't Stop,Flor De Rap,213750,5/15/20,34,0.808,128.008
Toca Perder,Al2 El Aldeano,243561,1/15/21,24,0.735,84.971
Soldiers,Gran Rah,203374,5/22/20,23,0.816,95.018
Champurria (Mestizo - Mestiza),Luanko,221027,4/8/21,27,0.802,92.995
Pir��mide,Al2 El Aldeano,237541,2/26/21,23,0.534,167.38
Definitiva-Mente,Afaz Natural,227727,10/30/20,29,0.737,87.981
Rebeli�_n de Octubre,Ana Tijoux,247000,10/16/20,30,0.537,135.029
Diferencias,Jonas Sanche,214478,4/17/20,28,0.738,78.599
Fyah Burning,Subwoffer,189386,7/23/21,36,0.529,162.423
Laberinto,Delta Mc,128390,10/9/20,22,0.771,90.257
Ellos Solo Quer�_an un Cambio,Claudio Bastardo,163963,10/2/20,22,0.502,164.409
Felicidad,Afaz Natural,192592,10/2/20,33,0.677,81.071
Tiempo De Reflexionar (Qu̩date En Casa),Liricistas,147746,12/10/21,23,0.578,88.077
Laif Is Tu Short,Brous One,156941,7/10/20,49,0.635,83.434
El Lamento del Pueblo,Cevlade,247086,5/8/20,23,0.741,91.734
Camino Solo,Nfx,293562,4/17/20,29,0.612,85.501
Resistir̩,Flor De Rap,220738,1/10/20,31,0.679,88.065
Ya No Tengo Tiempo,ADIONE,157886,9/10/20,25,0.866,94.991
Siempre en el Top,Lenwa Dura,234361,8/2/19,22,0.747,89.861
Ragnarok,Borderline,131689,4/24/20,27,0.651,134.428
Casa De Espejos,Liricistas,263509,2/21/20,26,0.747,143.032
Como Jugando,Cevlade,184374,4/10/20,24,0.836,88.891
Tic Tac,Mamborap,195600,6/21/19,28,0.835,101.95
Vac�_o Lleno,Gran Rah,234015,7/5/19,28,0.493,73.147
Capital Bacteria,Soledades Pasajeras,175317,4/2/20,20,0.558,88.247
Story,Metaling�_�_stica,181177,4/9/20,25,0.869,112.01
Free Estilo,Delta Mc,260000,7/12/19,21,0.743,91.862
Te Invito a Mi Pa�_s (El Nuevo),Cevlade,223509,4/17/20,24,0.637,170.081
Welcome,Escala Mercalli,150000,8/16/19,31,0.712,81.992
CA,Catana,170364,7/12/19,30,0.62,135.773
Vine,Funky Flu,223183,7/29/19,28,0.547,82.49
Ofrenda,Hijos de las Hojas,184000,8/30/19,27,0.569,85.601
Amor Por Los Textos,Liricistas,217120,12/10/21,25,0.554,79.908
Tiempos Violentos,Cidtronyck,221807,8/20/21,26,0.789,88.025
Se Armo El Kilombo,Omega El CTM,228627,12/10/21,23,0.694,92.21
Primera Vez,Liricistas,231813,12/10/21,33,0.637,91.178
Warzone Z,Nfx,183999,3/26/21,32,0.857,100
Dile Dile Remix,Ak4:20,234418,4/29/20,51,0.668,85.934
Cactus Jack (Crema Lirical #4),Claudio Bastardo,161833,2/4/22,26,0.683,90.891
Trascender,Ambar Luna,207028,7/10/20,34,0.766,86.024
Oitavo Anjo,509-E,328373,6/28/00,57,0.795,84.71
"Vida Loka, Pt. 1",Racionais MC's,303560,10/7/02,69,0.569,82.38
That's My Way,Edi Rock,339773,6/4/13,62,0.768,83.015
Favela Sinistra,Trilha Sonora do Gueto,215880,4/2/03,51,0.723,111.326
Uc̻ Lembra,Trilha Sonora do Gueto,324579,3/30/22,37,0.779,119.977
Desabafo / Deixa Eu Dizer,Marcelo D2,175666,1/1/08,65,0.6,85.409
Caṇo Foi Ṭo Bom,Sabotage,330799,10/17/16,57,0.663,172.006
Eu Viajei no Meu R��dio,Radiola Santa Rosa,209333,3/7/22,34,0.7,89.963
Dia de Visita - Ao Vivo,Realidade Cruel,288000,9/23/22,24,0.49,86.769
At̩ U Infernu Acab��,Trilha Sonora do Gueto,353310,2/4/22,36,0.846,120.007
Tudo por Voc̻ Tamb̩m,Xis,369800,5/20/20,35,0.645,158.06
A Missiva,Trilha Sonora do Gueto,343831,1/14/22,33,0.789,110.047
Rap �� Compromisso,Sabotage,263986,11/20/14,59,0.869,87.217
L. Gelada - 3 da Madrugada,MV Bill,441533,6/9/02,39,0.555,87.528
A Segunda Chance,509-E,287960,12/3/21,33,0.495,76.502
L��grimas do Palha̤o,Kamau,234520,6/21/12,43,0.464,85.986
Babylon By Gus,Black Alien,256760,9/8/04,52,0.772,96.014
O Mundo ̩ Nosso,Djonga,223892,3/17/17,58,0.861,88.052
Levanta e Anda,Emicida,150439,2013,57,0.488,87.33
Xeque-Mate,Rato Reverso,180705,11/22/21,33,0.706,84.89
Paranoia,Edi Rock,208421,10/23/20,34,0.747,76.162
Mantenha o Respeito,Planet Hemp,196200,3/22/95,57,0.589,108.035
Esquema Sigiloso,Mano Fler,294144,8/27/21,35,0.638,79.925
Jovens Soldados,Trilha Sonora do Gueto,306233,9/8/21,32,0.786,145.027
Triunfo (A Rua �� N�_iz),Emicida,209373,5/1/09,45,0.608,92.172
Ponta de Lan̤a (Verso Livre),Rincon Sapi̻ncia,214165,12/26/16,54,0.887,130.029
JUNHO DE 94,Djonga,329008,3/16/18,60,0.646,128.06
Bilhete 2.0,Rashid,223488,1/19/18,57,0.628,87.986
Se Escute,S�_ntese,165903,7/25/12,44,0.638,87.211
Te Amo Disgra̤a,Baco Exu do Blues,290400,9/4/17,65,0.774,100.044
Beira de Piscina (Remix),Don L,229889,10/10/13,53,0.491,77.099
Invicto,Filipe Ret,256997,9/4/15,59,0.746,97.984
Rap du Bom Parte II - M̼s. Incid.: Odara,Rappin' Hood,435141,1/1/05,45,0.881,95.014
O Soldado Que Fica,MV Bill,362293,7/5/19,33,0.614,84.041
O Trem,RZO,312032,10/7/14,42,0.631,76.765
Preta de Quebrada,Flora Matos,206947,3/31/17,52,0.816,154.237
Enxugando Gelo,BNeg̣o,191920,11/10/03,37,0.712,89.711
Raplord,Haikaiss,263078,3/24/17,54,0.734,147.629
Profisṣo Perigo,Rodrigo Ogi,168698,6/1/11,38,0.623,85.969
Homem Sem Face,Sombra,250920,4/22/14,39,0.813,84.492
S�_,Kamau,201280,8/4/08,43,0.698,93.024
Periferia / Sample: Fim De Semana No Parque,Helịo,267053,1/1/04,40,0.722,94.143
Rolo Compressor,Black Alien,191981,9/8/15,42,0.654,172.311
Castelos & Ru�_nas,BK,249490,3/21/16,52,0.799,117.031
"Pretin (Veṛo, Pt. 1)",Flora Matos,147466,4/1/14,53,0.871,140.016
Chama os Mulekes,ConeCrewDiretoria,353532,4/8/11,57,0.599,88.037
Eu S̫ Fun̤̣o,Dexter,387892,6/12/15,49,0.848,81.017
Respeito �� pra Quem Tem,Sabotage,329920,11/20/14,52,0.898,84.604
Dia�rio de um Detento,Racionais MC's,451000,10/7/97,64,0.903,87.005
Rapst̻ncia,MV Bill,223902,4/12/19,31,0.855,82.026
O Amor Venceu a Guerra,GOG,524460,3/1/04,0,0.735,148.499
Como Eu Te Quero,Black Alien,210306,9/8/04,55,0.894,96.114
Racioc�_nio Quebrado,Parteum,151301,1/1/04,34,0.734,95.292
Retrato de um Playboy (Juventude Perdida),Gabriel O Pensador,238573,5/4/93,41,0.877,107.39
Z̩ Brasileiro,Rappin' Hood,276400,1/1/05,40,0.796,83.488
Sr. Tempo Bom,Tha�_de & DJ Hum,282506,11/27/96,43,0.764,91.019
Mulher El̩trica,Mano Brown,213653,12/9/16,44,0.936,110.044
Se Tu Lutas Tu Conquistas,Somos N�_s A Justi̤a,383426,9/1/00,45,0.815,86.018
"Capi�tulo 4, Versi�culo 3",Racionais MC's,486560,10/7/97,63,0.625,87.841
E Se,Rashid,273320,3/31/10,35,0.375,83.004
Primeiro de Abril,Mc Marechal,249289,4/1/17,46,0.69,87.591
Us Mano e as Mina,Xis,279853,5/20/20,36,0.791,176.833
O 5� Vigia,Ndee Naldinho,376903,10/2/15,50,0.674,87.227
Naquela Sala,AO Cubo,361680,4/29/14,46,0.595,144.786
"Antes das 6:00, Pt. 2 - Bonus Track",DBS Gorḍo Chefe,241935,2/22/19,30,0.795,124.012
Till I Collapse,Eminem,297786,5/26/02,86,0.548,171.447
Ni**as In Paris,JAY-Z,219333,8/8/11,85,0.789,140.022
PIOVE (feat. Sfera Ebbasta),Lazza,155862,4/7/22,74,0.381,187.835
MALA,6ix9ine,206550,2018,78,0.72,100.008
"Tik Tok RMX (feat. Marracash, Gu̬, Paky & Geolier)",Sfera Ebbasta,310624,2/12/21,59,0.77,120.022
SICKO MODE,Travis Scott,312820,8/3/18,83,0.834,155.008
Stronger,Kanye West,311866,9/11/07,82,0.617,103.992
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,258342,10/9/12,82,0.641,146.078
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,205040,5/25/18,82,0.854,80.015
Wow.,Post Malone,149546,9/6/19,81,0.829,99.96
Not Afraid,Eminem,248133,6/18/10,81,0.855,114.635
The Next Episode,Dr. Dre,161506,11/16/99,81,0.922,95.295
Going Bad (feat. Drake),Meek Mill,180522,11/30/18,80,0.889,86.003
POWER,Kanye West,292093,11/22/10,79,0.542,153.993
Boss Bitch,Doja Cat,134239,1/23/20,79,0.707,125.989
Numb / Encore,JAY-Z,205733,11/30/04,78,0.687,107.045
Money In The Grave (Drake ft. Rick Ross),Drake,205426,6/15/19,78,0.831,100.541
Shakerando,Rhove,195555,12/15/21,78,0.855,135.009
ZEZE (feat. Travis Scott & Offset),Kodak Black,228759,12/14/18,77,0.861,98.043
No Church In The Wild,JAY-Z,272506,8/8/11,77,0.654,92.78
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,326466,12/6/05,77,0.692,171.374
Night Away (Dance) (feat. Tion Wayne),A1 x J1,175774,3/3/22,76,0.706,142.037
In Da Club,50 Cent,193466,2/6/03,76,0.902,90.059
BOP,DaBaby,159714,9/27/19,76,0.769,126.77
Black Skinhead,Kanye West,188013,6/18/13,76,0.766,130.127
Black and Yellow,Wiz Khalifa,217666,3/29/11,76,0.684,164.02
Pure Water (with Migos),Mustard,192470,6/28/19,75,0.682,202.015
Blueberry Faygo,Lil Mosey,162546,2/6/20,75,0.774,99.034
What's The Difference,Dr. Dre,244200,11/16/99,75,0.772,91.921
Spicy (feat. Post Malone),Ty Dolla $ign,143375,10/23/20,75,0.782,99.993
Remember the Name (feat. Styles of Beyond),Fort Minor,230493,11/21/05,74,0.688,84.858
Auto tedesca,Paky,159840,3/11/22,74,0.742,159.929
Taste (feat. Offset),Tyga,232959,5/16/18,74,0.884,97.994
TKN (feat. Travis Scott),ROSAL̍A,129370,5/28/20,72,0.776,94.634
Enemies (feat. DaBaby),Post Malone,196760,9/6/19,72,0.542,76.388
Poppin' Them Thangs,G-Unit,240800,1/1/03,71,0.769,88.017
HUMBLE. - SKRILLEX REMIX,Skrillex,156800,9/29/17,71,0.901,150.037
Party Up,DMX,268866,12/21/99,72,0.51,201.936
"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill,199746,12/15/17,71,0.723,104.991
Cancelo,Rhove,174545,3/17/22,70,0.829,142.952
Whoopty,CJ,123262,2/19/21,70,0.719,140.201
Break Ya Neck,Busta Rhymes,231240,11/7/01,69,0.82,83.011
FEDELE AL QUARTIERE (feat. Vale Pain),Neima Ezza,200213,7/1/22,69,0.657,97.996
Non Abbiamo Et��,Luch̬,181661,6/29/18,69,0.372,193.259
Clout (feat. Cardi B),Offset,205803,2/22/19,69,0.919,140.022
Hustlin',Rick Ross,254093,1/1/06,68,0.502,136.08
Where The Hood At,DMX,286266,1/1/03,71,0.537,186.151
The London (feat. J. Cole & Travis Scott),Young Thug,200186,8/16/19,68,0.784,97.991
Plaquette,Nabi,158836,8/26/22,67,0.82,109.986
Barking,Ramz,204826,5/17/19,67,0.534,102.999
La zone (feat. Shiva),Rhove,158769,7/16/21,67,0.868,130.01
ADVICE,ANNA,183038,6/16/22,66,0.87,130.052
Ali Bomaye,The Game,372706,1/1/12,65,0.381,78.239
Elastic,Joey Purp,126385,9/13/18,65,0.966,111.16
KIKA,6ix9ine,136031,2018,65,0.745,94.511
Amici,Massimo Pericolo,180950,4/12/19,65,0.618,140.355
Deep End Freestyle,Sleepy Hallow,115200,4/3/20,64,0.876,133.858
MARYLEAN (feat. Marracash) - prod. Low Kidd,MACHETE,144097,7/5/19,63,0.722,136.955
Love Sosa,Chief Keef,246213,1/1/12,81,0.772,131.965
XO Tour Llif3,Lil Uzi Vert,182706,8/25/17,82,0.732,155.096
Magnolia,Playboi Carti,181812,4/14/17,78,0.791,162.991
Ric Flair Drip (with Metro Boomin),Offset,172800,10/30/17,82,0.88,100.007
Trap Queen,Fetty Wap,222128,9/25/15,59,0.746,148.075
Hope,XXXTENTACION,110886,3/16/18,85,0.592,146.04
Mask Off,Future,204600,6/30/17,82,0.833,150.062
Drip Too Hard (Lil Baby & Gunna),Lil Baby,145542,10/5/18,85,0.897,112.511
Plug Walk,Rich The Kid,175229,3/30/18,71,0.876,94.981
JAPAN,Famous Dex,142000,4/6/18,71,0.733,175.985
2 Million Up,Peezy,159973,8/12/22,64,0.884,95.753
Stir Fry,Migos,190288,1/26/18,76,0.817,181.982
Spilled Milk,Bizzy Crook,140326,7/15/22,51,0.675,138.2
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,209269,9/29/17,79,0.839,129.014
Tell Em,Cochise,180379,5/28/21,81,0.672,157.905
MIDDLE CHILD,J. Cole,213593,1/23/19,81,0.837,123.984
1400 / 999 Freestyle,Trippie Redd,175954,11/9/18,77,0.825,141.991
family ties (with Kendrick Lamar),Baby Keem,252262,9/10/21,79,0.711,134.093
Rendezvous,Social Club Misfits,198591,9/9/22,47,0.75,127.935
MotorSport,Migos,303076,1/26/18,72,0.904,137.996
First Class,Jack Harlow,173947,4/8/22,88,0.905,106.998
ORANGE SODA,Baby Keem,129882,7/19/19,80,0.83,85.042
OUT THE GRAVE,Josh A,153704,9/16/22,60,0.683,178.98
This Could Be Us,Rae Sremmurd,206306,1/6/15,78,0.732,143.072
REEL IT IN,Amin̩,121346,8/15/18,77,0.754,128.981
Father Stretch My Hands Pt. 1,Kanye West,135920,6/10/16,83,0.724,113.088
Envy Me,Calboy,120133,5/31/19,70,0.74,149.042
Sky,Playboi Carti,193234,12/25/20,83,0.785,139.98
Wake Up in the Sky,Gucci Mane,203161,12/7/18,71,0.8,143.01
Space Cadet (feat. Gunna),Metro Boomin,203266,11/6/18,82,0.901,109.004
Took Her To The O,King Von,196179,3/6/20,79,0.82,159.98
What You Know Bout Love,Pop Smoke,160000,7/3/20,81,0.709,83.995
THE SCOTTS,THE SCOTTS,165977,4/24/20,77,0.716,129.979
Robbery,Juice WRLD,240050,3/8/19,82,0.623,79.899
Hot N*gga,Bobby Shmurda,194561,7/25/14,73,0.794,167.879
Taking A Walk,Trippie Redd,121680,8/10/18,78,0.767,81.031
Plain Jane,A$AP Ferg,173600,8/18/17,74,0.797,170.142
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,176631,12/23/19,72,0.894,120.077
Ransom,Lil Tecca,131240,8/30/19,79,0.745,179.974
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,233277,2/15/19,64,0.671,79.351
Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,170232,6/15/21,71,0.925,129.957
Back In Blood (feat. Lil Durk),Pooh Shiesty,184489,2/5/21,71,0.759,146.933
Champion (feat. Travis Scott),NAV,195053,5/18/18,70,0.642,162.005
Pop Out (feat. Lil Tjay),Polo G,166560,6/7/19,78,0.772,168.112
Save That Shit,Lil Peep,231546,8/15/17,78,0.534,106
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,166400,11/30/18,75,0.808,149.962
FEFE,6ix9ine,179404,2018,72,0.931,125.978
Super Gremlin,Kodak Black,200547,2/25/22,73,0.825,72.993
Lucid Dreams,Juice WRLD,239835,12/10/18,85,0.511,83.903
PTSD,G Herbo,232064,2/28/20,74,0.883,119.01
Snake,Lil Keed,183306,6/14/19,67,0.943,109.908
STEP BACK (FEAT. MIKE DIMES),Dro Kenji,176692,8/5/22,65,0.845,125.008
One Night,Lil Yachty,243269,7/5/16,67,0.764,129.974
4:00 AM,2 Chainz,255560,6/16/17,66,0.796,75.012
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,189486,12/21/18,75,0.581,93.023
Look Alive (feat. Drake),BlocBoy JB,181263,2/9/18,75,0.922,140.022
iSpy (feat. Lil Yachty),KYLE,252240,5/18/18,66,0.723,149.949
Relationship (feat. Future),Young Thug,215306,6/16/17,70,0.842,145.992
Walk Em Down (feat. Roddy Ricch),NLE Choppa,173288,8/10/20,72,0.867,84.005
2055,Sleepy Hallow,123986,6/2/21,81,0.829,80.511
Bandit (with YoungBoy Never Broke Again),Juice WRLD,189322,10/4/19,75,0.474,180.051
WAIT FOR U (feat. Drake & Tems),Future,189893,4/29/22,89,0.463,83.389
Lean Wit Me,Juice WRLD,175755,12/10/18,80,0.665,163.935
Thotiana,Blueface,129264,12/18/18,66,0.906,104.025
Too Many Years,Kodak Black,196336,6/10/16,68,0.664,147.067
Check,Young Thug,230693,4/16/15,64,0.667,110.953
Audi.,Smokepurpp,159521,9/29/17,63,0.793,122.991
I Love It (& Lil Pump),Kanye West,127946,9/7/18,73,0.901,104.053
Murder On My Mind,YNW Melly,268434,8/3/18,79,0.759,115.007
BUTTERFLY EFFECT,Travis Scott,190557,8/3/18,78,0.763,140.958
Tunnel Vision,Kodak Black,268186,3/31/17,73,0.497,171.853
The Race,Tay-K,140000,12/14/17,72,0.766,160.223
Swang,Rae Sremmurd,208120,8/12/16,77,0.681,139.992
Bounce Out With That,YBN Nahmir,99108,9/7/18,66,0.864,94.932
Leave Me Alone,Flipp Dinero,195637,11/22/19,71,0.792,150.024
GUMMO,6ix9ine,157643,4/10/18,63,0.66,157.036
Shoota (feat. Lil Uzi Vert),Playboi Carti,153800,5/11/18,80,0.673,153.075
Noticed,Lil Mosey,165000,10/19/18,75,0.699,79.992
No Limit,G-Eazy,245386,12/15/17,71,0.838,175.957
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,233786,2013,76,0.853,95.967
Black Beatles,Rae Sremmurd,291893,8/12/16,76,0.794,145.926
No Heart,21 Savage,235040,7/15/16,74,0.906,140.063
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,195428,8/28/20,78,0.8,140.042
witchblades,Lil Peep,149360,7/2/21,74,0.642,143.941
Lust,Lil Skies,156000,12/12/17,74,0.718,160.084
Antidote,Travis Scott,262693,9/4/15,74,0.713,131.05
Walk It Talk It,Migos,276147,1/26/18,75,0.907,145.914
rockstar (feat. 21 Savage),Post Malone,218146,4/27/18,85,0.585,159.801
Faneto,Chief Keef,206654,6/16/15,71,0.849,144.188
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,190476,7/3/20,81,0.823,125.971
SAD!,XXXTENTACION,166605,3/16/18,83,0.74,75.023
beibs in the trap,Travis Scott,213863,9/16/16,69,0.743,119.054
Stuck In A Dream (feat. Gunna),Lil Mosey,123560,11/8/19,71,0.748,139.952
Hurricane,Kanye West,243187,8/29/21,76,0.587,80.009
Camelot,NLE Choppa,148759,8/10/20,70,0.787,175.046
I Don't Fuck With You,Big Sean,284386,2/24/15,75,0.824,97.972
223's (feat. 9lokknine),YNW Melly,176640,11/22/19,66,0.932,94.998
Martin & Gina,Polo G,132832,5/15/20,82,0.832,93.924
Benz Truck (___�_�_�_�),Lil Peep,159986,8/15/17,71,0.602,92.02
Portland,Drake,236614,3/18/17,72,0.925,136.078
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,290835,7/31/15,64,0.858,98.013
Miss The Rage (feat. Playboi Carti),Trippie Redd,236883,5/7/21,76,0.584,77.005
Do What I Want,Lil Uzi Vert,175203,8/10/16,66,0.681,139.952
Bank Account,21 Savage,220306,7/6/17,79,0.884,75.016
Too Young,Post Malone,237146,12/9/16,65,0.602,123.05
Bad and Boujee (feat. Lil Uzi Vert),Migos,343150,1/27/17,74,0.926,127.079
Love Scars,Trippie Redd,143969,5/14/17,72,0.659,119.405
BAD!,XXXTENTACION,94245,12/7/18,72,0.78,143.983
Lucky You (feat. Joyner Lucas),Eminem,244679,8/31/18,75,0.876,153.068
Better Now,Post Malone,231266,4/27/18,82,0.68,145.038
New Freezer (feat. Kendrick Lamar),Rich The Kid,191937,3/30/18,63,0.884,140.068
Panda,Desiigner,246761,6/26/16,70,0.576,144.833
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",A$AP Ferg,283693,8/19/13,69,0.841,130.009
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,227478,12/11/20,69,0.904,145.013
Hate Bein' Sober,Chief Keef,280173,1/1/12,73,0.82,132.003
MONTERO (Call Me By Your Name),Lil Nas X,137704,9/17/21,82,0.593,178.781
Narcos,Migos,255378,1/26/18,71,0.936,124.991
I Don't Like,Chief Keef,293840,1/1/12,73,0.742,131.986
Fuck Love (feat. Trippie Redd),XXXTENTACION,146520,8/25/17,83,0.797,131.036
Look At Me!,XXXTENTACION,126345,2/20/17,82,0.763,139.059
Shotta Flow,NLE Choppa,160013,12/23/19,61,0.888,120.083
Mo Bamba,Sheck Wes,183906,10/5/18,79,0.729,146.034
Money Longer,Lil Uzi Vert,198944,5/27/16,75,0.795,136.173
Roll in Peace (feat. XXXTENTACION),Kodak Black,213132,8/18/17,74,0.747,140.053
PICK IT UP (feat. A$AP Rocky),Famous Dex,191251,4/6/18,67,0.921,135.995
Skateboard P (feat. Big Sean),MadeinTYO,242306,2/15/17,58,0.831,75.474
X (feat. Future),21 Savage,258880,7/15/16,72,0.835,149.004
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,177184,6/17/16,77,0.886,108.034
Water,Ugly God,138936,8/4/17,56,0.816,140.04
No Flex Zone,Rae Sremmurd,231066,1/6/15,59,0.925,120.064
Ballin' (with Roddy Ricch),Mustard,180434,6/28/19,80,0.809,97.008
Walk,Comethazine,96063,8/24/18,67,0.828,160.099
Slippery (feat. Gucci Mane),Migos,304041,1/27/17,70,0.92,141.967
Yes Indeed,Lil Baby,142273,5/18/18,82,0.963,119.957
HUMBLE.,Kendrick Lamar,177000,4/14/17,83,0.908,150.011
pick up the phone,Young Thug,252262,6/3/16,69,0.706,136.904
Mercury: Retrograde,Ghostemane,124538,9/5/17,47,0.831,156.985
God's Plan,Drake,198973,6/29/18,84,0.754,77.169
DNA.,Kendrick Lamar,185946,4/14/17,80,0.638,139.913
No Type,Rae Sremmurd,200080,1/6/15,73,0.891,125.01
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,229670,1/12/18,71,0.645,137.133
Goodbyes (feat. Young Thug),Post Malone,174853,9/6/19,81,0.548,150.068
Red Roses (feat. Landon Cube),Lil Skies,262544,12/12/17,70,0.691,140.002
I Want (feat. 2 Chainz),MadeinTYO,233293,8/19/16,54,0.867,120.969
Moonlight,XXXTENTACION,135090,3/16/18,82,0.921,128.009
Tiimmy Turner,Desiigner,239853,7/22/16,69,0.603,122.803
Digits,Young Thug,176386,3/25/16,67,0.769,131.932
Congratulations,Post Malone,220293,12/9/16,82,0.63,123.146
Uber Everywhere,MadeinTYO,153428,2/26/16,59,0.779,140.181
Catch Me Outside,Ski Mask The Slump God,145760,2/2/18,67,0.943,112.001
No Role Modelz,J. Cole,292799,12/9/14,88,0.69,100.028
Suge,DaBaby,163320,3/1/19,72,0.876,75.445
a lot,21 Savage,288624,12/21/18,81,0.837,145.972
R.I.C.O. (feat. Drake),Meek Mill,197133,6/29/15,71,0.727,167.909
Sauce It Up,Lil Uzi Vert,207038,8/25/17,67,0.813,79.532
What They Want,Russ,165853,5/5/17,73,0.71,139.553
Betrayed,Lil Xan,187173,4/6/18,70,0.821,120.012
Wanted You (feat. Lil Uzi Vert),NAV,228386,5/18/18,66,0.797,146.93
Caroline,Amin̩,209640,7/28/17,74,0.94,120.04
Rubbin off the Paint,YBN Nahmir,159915,9/7/18,68,0.734,161.997
Ultimate,Denzel Curry,189974,1/1/15,66,0.493,112.865
OOOUUU,Young M.A,234649,4/27/17,66,0.635,166.072
Hard in Da Paint,Waka Flocka Flame,246386,10/1/10,63,0.611,71.544
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,221746,8/25/17,81,0.703,82.008
Bodak Yellow,Cardi B,223712,4/6/18,73,0.926,125.022
Both (feat. Drake),Gucci Mane,190311,12/16/16,69,0.85,139.976
Paris,$uicideboy$,111020,11/20/15,77,0.849,106.058
Started From the Bottom,Drake,174120,1/1/13,66,0.794,86.307
Godzilla (feat. Juice WRLD),Eminem,210800,1/17/20,84,0.808,165.995
Falling Down - Bonus Track,Lil Peep,196400,11/9/18,81,0.669,120.013
Nonstop,Drake,238614,6/29/18,78,0.912,154.983
Old Town Road - Remix,Lil Nas X,157066,6/21/19,79,0.878,136.041
Bounce Back,Big Sean,222360,2/3/17,70,0.78,81.502
Transportin',Kodak Black,169344,8/18/17,73,0.804,94.053
X (with 2 Chainz & Saudi),ScHoolboy Q,267426,2/9/18,66,0.768,131.023
Day 'N' Nite (Nightmare),Kid Cudi,221240,1/1/09,73,0.88,138.018
Black Widow,Iggy Azalea,209423,1/1/14,67,0.743,163.99
Hotline Bling,Drake,267066,5/6/16,78,0.891,134.966
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,204173,6/22/17,73,0.671,97.979
Champions,Kanye West,334253,6/10/16,67,0.692,134.952
Watch Me (Whip / Nae Nae),Silent�_,185142,5/4/15,66,0.821,140.01
Bitch Better Have My Money,Rihanna,219305,3/26/15,73,0.781,102.99
White Iverson,Post Malone,256533,12/9/16,78,0.675,130.098
Gassed Up,Nebu Kiniza,193911,8/26/16,71,0.798,148.88
All The Way Up (feat. Infared),Fat Joe,191900,2/17/17,63,0.414,175.158
2 Phones,Kevin Gates,240000,1/29/16,69,0.895,121.918
CoCo,O.T. Genasis,239573,11/10/14,61,0.886,119.906
Psycho (feat. Ty Dolla $ign),Post Malone,221440,4/27/18,79,0.75,140.06
Gas Pedal,Sage The Gemini,208160,3/25/14,68,0.843,97.49
My Nigga,YG,235632,3/18/14,67,0.678,171.12
Best Friend,Young Thug,213000,11/20/15,61,0.959,127.029
I Get the Bag (feat. Migos),Gucci Mane,233087,10/13/17,70,0.89,139.948
VIBEZ,DaBaby,144935,9/27/19,71,0.768,154.187
F*ck Up Some Commas,Future,237400,7/17/15,66,0.874,139.995
Throw Sum Mo,Rae Sremmurd,260453,1/6/15,65,0.859,142.062
Jumpman,Drake,205879,9/20/15,72,0.852,142.079
All Girls Are The Same,Juice WRLD,165819,12/10/18,83,0.671,161.989
This Is America,Childish Gambino,225773,5/6/18,70,0.854,120.024
Panini,Lil Nas X,114893,9/13/19,71,0.703,153.848
I'm Upset,Drake,214466,6/29/18,69,0.899,150.002
RAPSTAR,Polo G,165925,6/11/21,82,0.789,81.039
Come Get Her,Rae Sremmurd,212946,1/6/15,76,0.689,185.023
